"","Lake_name","Invasion_category","Sample_type","Sample_origin","Collected_year","Collected_month_number","Littoral_zoobenthic_macroinvert_community_sample","Transect","Lat","Long","Sample_depth","Total_count","Vial_count","Functional_feeding_group","Method_of_take","real.name","Functional_group","Common_name","Scientific_name","Total_length_mm","Weight_g","Tube_box","Tube_ID","Tube_size_ml","Preservative","Isotope.sample.weight..mg.","Davis_ID_long","d13C","Total.C..µg.","d15N","Total.N..µg.","Type.of.Material","Sample.Weight..mg..from.Sample.List","Internal.ID","Lake_max_depth_m","Lake_surface_elev_m","Current_conversion","Secchi_m","Surface_area_ha","n","d13C_baseline","d13C_base_se","d15N_baseline","d15N_base_se","d13C_corr","d15N_corr"
"65","Big Salmon","Reference","Periphyton","Autochthonous",2019,8,"NO",NA,"47.585993","-113.420044",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2019-15-1","19-063","15","Water",9.903,"INDIA-F-05",-21.36,144.89,0.46,12.06,"Plant",9.903,1668639,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,2.31625,-0.35375
"66","Big Salmon","Reference","Periphyton","Autochthonous",2019,8,"NO",NA,"47.585993","-113.420044",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2019-15-1","19-063","15","Water",10.09,"INDIA-F-04",-21.68,127.52,0.29,12.51,"Plant",10.09,1668638,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,1.99625,-0.52375
"68","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",1,"47.585561","-113.420298",1,3,4,"Piercer-predator","D-net","Notonectidae","Littoral forage Invertebrate","Backswimmer","Notonectidae",NA,NA,"2019-AF","AFCD","1.5","Ethanol",0.913,"GOLF-F-07",-25.28,430.04,0.9,119.43,"Invertebrate",0.913,1668449,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-1.60375,0.08625
"69","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",2,"47.596063","-113.401724",0.5,7,7,"Collector-gatherer-shredder-detritivore","D-net","Gammaridae","Littoral forage Invertebrate","Scud","Gammaridae",NA,NA,"2019-AF","AFCN","1.5","Ethanol",1.084,"OSCAR-F-01",-23.48,424.4,1.01,120.3,"Invertebrate",1.084,1669211,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.19625,0.19625
"70","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"NO",NA,"47.590177","-113.409681",5,NA,NA,"Filterer-collector-phytoplanktivore","Zooplankton tow","Zooplankton","Pelagic forage Invertebrate","Zooplankton","Zooplankton",NA,NA,"2019-50-3","19-070","50","Water",0.916,"INDIA-B-04",-38.02,348.66,3.25,36.62,"Invertebrate",0.916,1668590,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-14.34375,2.43625
"71","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",6,"47.601182","-113.3928",1,1,1,"Engulfer-predator","D-net","Libellulidae","Littoral forage Invertebrate","Skimmer dragonfly","Libellulidae",NA,NA,"2019-AG","AGCK","1.5","Ethanol",0.934,"HOTEL-A-06",-22.41,447.73,2.97,116.87,"Invertebrate",0.934,1668484,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,1.26625,2.15625
"72","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",3,"47.596381","-113.401445",0.5,2,2,"Collector-gatherer-filterer","D-net","Ephemerellidae","Littoral forage Invertebrate","Spiny crawler mayfly","Ephemerellidae",NA,NA,"2019-AF","AFDN","1.5","Ethanol",0.907,"OSCAR-F-12",-21.28,516.83,0.57,67.3,"Invertebrate",0.907,1669222,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,2.39625,-0.24375
"73","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",2,"47.596063","-113.401724",0.5,1,1,"Collector-gatherer-filterer-scraper","D-net","Baetidae","Littoral forage Invertebrate","Small minnow mayfly","Baetidae",NA,NA,"2019-AF","AFCR","1.5","Ethanol",0.913,"OSCAR-F-02",-26.81,460.36,1.04,106.02,"Invertebrate",0.913,1669212,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-3.13375,0.22625
"74","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",2,"47.596063","-113.401724",1,1,1,"Collector-gatherer-filterer","D-net","Ephemerellidae","Littoral forage Invertebrate","Spiny crawler mayfly","Ephemerellidae",NA,NA,"2019-AF","AFCU","1.5","Ethanol",0.963,"OSCAR-F-03",-20.06,452.67,0.12,104.72,"Invertebrate",0.963,1669213,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,3.61625,-0.69375
"80","Big Salmon","Reference","Periphyton","Autochthonous",2019,8,"NO",NA,"47.585993","-113.420044",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2019-15-1","19-064","15","Water",9.921,"INDIA-F-06",-18.74,621.41,0.1,50.04,"Plant",9.921,1668640,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,4.93625,-0.71375
"81","Big Salmon","Reference","Fish","Autochthonous",2019,8,"NO",NA,"47.586166","-113.420207",NA,1,1,NA,"Hook and line","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",545,1246,"2019-AF","AFAI","1.5","Ethanol",0.902,"GOLF-D-10",-29.15,432.63,11.46,129.89,"Fish",0.902,1668428,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-5.47375,10.64625
"82","Big Salmon","Reference","Fish","Autochthonous",2019,8,"NO",NA,"47.586166","-113.420207",NA,1,1,NA,"Hook and line","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",462,809.7,"2019-AF","AFAJ","1.5","Ethanol",0.997,"GOLF-D-11",-30.05,481.35,11.5,146.13,"Fish",0.997,1668429,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-6.37375,10.68625
"83","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",6,"47.601182","-113.3928",1,1,1,"Engulfer-predator","D-net","Libellulidae","Littoral forage Invertebrate","Skimmer dragonfly","Libellulidae",NA,NA,"2019-AG","AGCK","1.5","Ethanol",0.912,"HOTEL-A-05",-23.55,486.26,3.08,96.29,"Invertebrate",0.912,1668483,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.12625,2.26625
"84","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"NO",NA,"47.587444","-113.413688",17,3,7,"Collector-gatherer-scraper","Dredge","Chironomidae_r","Profundal forage Invertebrate","Midge","Chironomidae_r",NA,NA,"2019-AG","AGDK","1.5","Ethanol",1.053,"OSCAR-G-11",-35.61,438.81,3.3,79.23,"Invertebrate",1.053,1669233,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-11.93375,2.48625
"85","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",7,"47.602715","-113.392628",0.5,2,2,"Collector-gatherer-engulfer","D-net","Naididae","Littoral forage Invertebrate","Oligochaete worm","Naididae",NA,NA,"2019-AG","AGCP","1.5","Ethanol",0.927,"HOTEL-A-07",-21.79,430.44,0.5,110.23,"Invertebrate",0.927,1668485,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,1.88625,-0.31375
"86","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",4,"47.596424","-113.400823",1.5,1,1,"Piercer-predator","D-net","Elmidae","Littoral forage Invertebrate","Riffle beetle larvae","Elmidae",NA,NA,"2019-AG","AGBA","1.5","Ethanol",0.994,"OSCAR-G-06",-21.01,419.63,-0.22,94.91,"Invertebrate",0.994,1669228,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,2.66625,-1.03375
"87","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",4,"47.596424","-113.400823",1,8,6,"Piercer-predator","D-net","Elmidae","Littoral forage Invertebrate","Riffle beetle adult","Elmidae",NA,NA,"2019-AG","AGAT","1.5","Ethanol",0.965,"OSCAR-G-05",-26.8,482.2,0.26,108.66,"Invertebrate",0.965,1669227,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-3.12375,-0.55375
"88","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",5,"47.600719","-113.394259",1,2,2,"Collector-gatherer-scraper","D-net","Chironomidae_w","Littoral forage Invertebrate","Midge","Chironomidae_w",NA,NA,"2019-AG","AGBQ","1.5","Ethanol",0.028,"OSCAR-G-08",-26.61,15.51,1.22,2.3,"Invertebrate",0.028,1669230,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-2.93375,0.40625
"89","Big Salmon","Reference","Fish","Autochthonous",2019,8,"NO",NA,"47.586166","-113.420207",NA,1,1,NA,"Hook and line","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",403,612.3,"2019-AF","AFAE","1.5","Ethanol",0.938,"GOLF-D-08",-28.74,443.6,11.11,133.35,"Fish",0.938,1668426,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-5.06375,10.29625
"90","Big Salmon","Reference","Fish","Autochthonous",2019,8,"NO",NA,"47.586166","-113.420207",NA,1,1,NA,"Hook and line","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",493,1236.1,"2019-AF","AFAQ","1.5","Ethanol",1.041,"UNIFORM-B-04",-29.09,506.82,11.42,154.66,"Fish",1.041,1669742,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-5.41375,10.60625
"92","Big Salmon","Reference","Fish","Autochthonous",2019,8,"NO",NA,"47.586166","-113.420207",NA,1,1,NA,"Fyke","Longnose sucker","Littoral forage fish","Longnose sucker","Catostomus catostomus",261,211,"2019-AH","AHAU","1.5","Ethanol",0.973,"OSCAR-E-05",-28.37,452.43,7.39,141.65,"Fish",0.973,1669203,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-4.69375,6.57625
"94","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",1,"47.585561","-113.420298",1,2,2,"Collector-gatherer-filterer","D-net","Ephemerellidae","Littoral forage Invertebrate","Spiny crawler mayfly","Ephemerellidae",NA,NA,"2019-AF","AFCB","1.5","Ethanol",0.923,"OSCAR-E-08",-24.78,393.89,0.84,110.57,"Invertebrate",0.923,1669206,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-1.10375,0.02625
"96","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",1,"47.585561","-113.420298",1,2,3,"Collector-gatherer-shredder-detritivore","D-net","Gammaridae","Littoral forage Invertebrate","Scud","Gammaridae",NA,NA,"2019-AF","AFCC","1.5","Ethanol",1.007,"OSCAR-E-09",-23.19,386.34,1.23,102.28,"Invertebrate",1.007,1669207,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.48625,0.41625
"97","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"NO",NA,"47.590177","-113.409681",5,NA,NA,"Filterer-collector-phytoplanktivore","Zooplankton tow","Zooplankton","Pelagic forage Invertebrate","Zooplankton","Zooplankton",NA,NA,"2019-50-3","19-069","50","Water",0.916,"INDIA-B-03",-35.61,204.1,4.06,25.95,"Invertebrate",0.916,1668589,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-11.93375,3.24625
"99","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",7,"47.602715","-113.392628",0.5,4,4,"Engulfer-predator-shredder-herbivore-collector-gatherer","D-net","Leptoceridae","Littoral forage Invertebrate","Longhorned case maker caddisfly","Leptoceridae",NA,NA,"2019-AG","AGCT","1.5","Ethanol",0.922,"HOTEL-A-08",-24.23,413.14,2.89,102.94,"Invertebrate",0.922,1668486,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-0.55375,2.07625
"100","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",7,"47.602715","-113.392628",0.5,4,4,"Engulfer-predator-shredder-herbivore-collector-gatherer","D-net","Leptoceridae","Littoral forage Invertebrate","Longhorned case maker caddisfly","Leptoceridae",NA,NA,"2019-AG","AGCT","1.5","Ethanol",1.078,"HOTEL-A-09",-24.21,502.73,2.6,126,"Invertebrate",1.078,1668487,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-0.53375,1.78625
"101","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",1,"47.585561","-113.420298",1.5,1,1,"Collector-gatherer-filterer","D-net","Ephemerellidae","Littoral forage Invertebrate","Spiny crawler mayfly","Ephemerellidae",NA,NA,"2019-AF","AFCI","1.5","Ethanol",0.957,"OSCAR-E-12",-23.49,328.26,0.94,91.66,"Invertebrate",0.957,1669210,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.18625,0.12625
"102","Big Salmon","Reference","Fish","Autochthonous",2019,8,"NO",NA,"47.586166","-113.420207",NA,1,1,NA,"Fyke","Longnose sucker","Littoral forage fish","Longnose sucker","Catostomus catostomus",159,42.8,"2019-AF","AFBN","1.5","Ethanol",0.912,"OSCAR-E-02",-23.53,444.12,6.12,140.31,"Fish",0.912,1669200,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.14625,5.30625
"103","Big Salmon","Reference","Fish","Autochthonous",2019,8,"NO",NA,"47.586166","-113.420207",NA,1,1,NA,"Fyke","Longnose sucker","Littoral forage fish","Longnose sucker","Catostomus catostomus",149,34.4,"2019-AF","AFBQ","1.5","Ethanol",1.027,"OSCAR-E-03",-27.42,485.87,6.46,153.23,"Fish",1.027,1669201,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-3.74375,5.64625
"104","Big Salmon","Reference","Fish","Autochthonous",2019,8,"NO",NA,"47.586166","-113.420207",NA,1,1,NA,"Hook and line","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",522,1183.5,"2019-AF","AFAN","1.5","Ethanol",0.909,"GOLF-E-01",-31.19,461.83,11.32,118.59,"Fish",0.909,1668431,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-7.51375,10.50625
"105","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",2,"47.596063","-113.401724",0.5,1,1,"Shredder-gatherer-scraper-detritivore-herbivore","D-net","Limnephilidae","Littoral forage Invertebrate","Northern case maker caddisfly","Limnephilidae",NA,NA,"2019-AF","AFCL","1.5","Ethanol",0.904,"GOLF-G-07",-18.28,405.16,-0.02,83.21,"Invertebrate",0.904,1668461,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,5.39625,-0.83375
"106","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",2,"47.596063","-113.401724",1,5,5,"Collector-gatherer-shredder-detritivore","D-net","Gammaridae","Littoral forage Invertebrate","Scud","Gammaridae",NA,NA,"2019-AF","AFCZ","1.5","Ethanol",1.062,"OSCAR-F-09",-21.5,399.95,1.09,109.23,"Invertebrate",1.062,1669219,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,2.17625,0.27625
"107","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",2,"47.596063","-113.401724",1,1,1,"Piercer-predator","D-net","Dytiscidae","Littoral forage Invertebrate","Predaceous diving beetle larvae","Dytiscidae",NA,NA,"2019-AF","AFCX","1.5","Ethanol",0.275,"OSCAR-F-06",-19.59,128.63,1.7,35.75,"Invertebrate",0.275,1669216,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,4.08625,0.88625
"108","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",6,"47.601182","-113.3928",0.5,3,2,"Piercer-predator","D-net","Elmidae","Littoral forage Invertebrate","Riffle beetle larvae","Elmidae",NA,NA,"2019-AG","AGCD","1.5","Ethanol",0.571,"OSCAR-G-10",-20.72,263.12,-0.18,59.57,"Invertebrate",0.571,1669232,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,2.95625,-0.99375
"109","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"NO",NA,"47.590177","-113.409681",5,NA,NA,"Filterer-collector-phytoplanktivore","Zooplankton tow","Zooplankton","Pelagic forage Invertebrate","Zooplankton","Zooplankton",NA,NA,"2019-50-3","19-066","50","Water",0.914,"HOTEL-C-07",-36.69,365.26,3.47,39.77,"Invertebrate",0.914,1668509,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-13.01375,2.65625
"110","Big Salmon","Reference","Fish","Autochthonous",2019,8,"NO",NA,"47.586166","-113.420207",NA,1,1,NA,"Fyke","Mountain whitefish","Pelagic forage fish","Mountain whitefish","Prosopium williamsoni",101,8.8,"2019-AF","AFBA","1.5","Ethanol",0.929,"GOLF-E-08",-32.03,461.75,8.16,125.53,"Fish",0.929,1668438,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-8.35375,7.34625
"111","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",NA,"47.586492","-113.420289",0.5,1,1,"Collector-gatherer-scraper","D-net","Planorbidae","Littoral forage Invertebrate","Planorbid snail","Planorbidae",NA,NA,"2019-15-3","19-075","15","Ethanol",0.987,"INDIA-F-12",-17.08,362.23,0.57,102.15,"Invertebrate",0.987,1668646,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,6.59625,-0.24375
"114","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"NO",NA,"47.587444","-113.413688",17,3,3,"Collector-gatherer-scraper","Dredge","Chironomidae_r","Profundal forage Invertebrate","Midge","Chironomidae_r",NA,NA,"2019-AG","AGDK","1.5","Ethanol",0.959,"OSCAR-H-01",-34.56,405.51,3.82,55.66,"Invertebrate",0.959,1669235,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-10.88375,3.00625
"115","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",2,"47.596063","-113.401724",0.5,1,1,"Engulfer-predator-shredder-herbivore-collector-gatherer","D-net","Leptoceridae","Littoral forage Invertebrate","Longhorned case maker caddisfly","Leptoceridae",NA,NA,"2019-AF","AFCK","1.5","Ethanol",0.952,"GOLF-G-06",-23.47,446.59,1.43,104.49,"Invertebrate",0.952,1668460,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.20625,0.61625
"116","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",1,"47.585561","-113.420298",1.5,2,2,"Piercer-predator","D-net","Hirudinea","Littoral forage Invertebrate","Leech","Hirudinea",NA,NA,"2019-AF","AFCF","1.5","Ethanol",1.047,"GOLF-G-04",-24.68,504.06,7.09,143.64,"Invertebrate",1.047,1668458,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-1.00375,6.27625
"117","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",1,"47.585561","-113.420298",0.5,4,12,"Piercer-predator","D-net","Notonectidae","Littoral forage Invertebrate","Backswimmer","Notonectidae",NA,NA,"2019-AF","AFBW","1.5","Ethanol",0.923,"GOLF-F-02",-22.69,449.22,0.85,116.03,"Invertebrate",0.923,1668444,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.98625,0.03625
"118","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",1,"47.585561","-113.420298",1,2,2,"Collector-gatherer-engulfer","D-net","Naididae","Littoral forage Invertebrate","Oligochaete worm","Naididae",NA,NA,"2019-AF","AFCA","1.5","Ethanol",0.955,"GOLF-F-06",-26.86,414.6,1.54,116.5,"Invertebrate",0.955,1668448,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-3.18375,0.72625
"119","Big Salmon","Reference","Fish","Autochthonous",2019,8,"NO",NA,"47.586166","-113.420207",NA,1,1,NA,"Fyke","Longnose sucker","Littoral forage fish","Longnose sucker","Catostomus catostomus",207,99.2,"2019-AF","AFBM","1.5","Ethanol",0.944,"OSCAR-E-01",-28.97,453.3,6.27,143.82,"Fish",0.944,1669199,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-5.29375,5.45625
"120","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",2,"47.596063","-113.401724",1,5,5,"Piercer-predator","D-net","Dytiscidae","Littoral forage Invertebrate","Predaceous diving beetle adult","Dytiscidae",NA,NA,"2019-AF","AFCY","1.5","Ethanol",1.038,"OSCAR-F-07",-23.1,522.31,2.17,108.33,"Invertebrate",1.038,1669217,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.57625,1.35625
"121","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",1,"47.585561","-113.420298",0.5,4,4,"Collector-gatherer-shredder-detritivore","D-net","Gammaridae","Littoral forage Invertebrate","Scud","Gammaridae",NA,NA,"2019-AF","AFBV","1.5","Ethanol",0.913,"OSCAR-E-07",-22.22,349.79,1.14,85.08,"Invertebrate",0.913,1669205,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,1.45625,0.32625
"123","Big Salmon","Reference","Fish","Autochthonous",2019,8,"NO",NA,"47.586166","-113.420207",NA,1,1,NA,"Fyke","Longnose sucker","Littoral forage fish","Longnose sucker","Catostomus catostomus",197,81.1,"2019-AH","AHAS","1.5","Ethanol",0.936,"OSCAR-E-04",-27.33,451.96,7.08,142.93,"Fish",0.936,1669202,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-3.65375,6.26625
"124","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",NA,"47.586492","-113.420289",0.5,1,1,"Collector-gatherer-scraper","D-net","Planorbidae","Littoral forage Invertebrate","Planorbid snail","Planorbidae",NA,NA,"2019-15-3","19-075","15","Ethanol",0.937,"INDIA-G-02",-16.66,382.64,0.86,85.08,"Invertebrate",0.937,1668648,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,7.01625,0.04625
"125","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",NA,"47.586492","-113.420289",0.5,1,1,"Collector-gatherer-scraper","D-net","Planorbidae","Littoral forage Invertebrate","Planorbid snail","Planorbidae",NA,NA,"2019-15-3","19-075","15","Ethanol",1.088,"INDIA-G-04",-17.07,375.84,0.86,86.67,"Invertebrate",1.088,1668650,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,6.60625,0.04625
"126","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",2,"47.596063","-113.401724",1,6,6,"Piercer-predator","D-net","Elmidae","Littoral forage Invertebrate","Riffle beetle adult","Elmidae",NA,NA,"2019-AF","AFCW","1.5","Ethanol",1.034,"OSCAR-F-05",-25.15,514.05,-0.34,118.63,"Invertebrate",1.034,1669215,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-1.47375,-1.15375
"127","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",3,"47.596381","-113.401445",0.5,10,10,"Piercer-predator","D-net","Dytiscidae","Littoral forage Invertebrate","Predaceous diving beetle adult","Dytiscidae",NA,NA,"2019-AF","AFDO","1.5","Ethanol",0.936,"OSCAR-G-01",-23.79,511.36,2.08,85.97,"Invertebrate",0.936,1669223,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-0.11375,1.26625
"128","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",2,"47.596063","-113.401724",1,1,1,"Collector-gatherer-filterer-scraper","D-net","Baetidae","Littoral forage Invertebrate","Small minnow mayfly","Baetidae",NA,NA,"2019-AF","AFCV","1.5","Ethanol",0.946,"OSCAR-F-04",-26.41,466.32,1.3,118.67,"Invertebrate",0.946,1669214,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-2.73375,0.48625
"129","Big Salmon","Reference","Invertebrate","Autochthonous",2019,8,"YES",1,"47.585561","-113.420298",1.5,6,6,"Collector-gatherer-shredder-detritivore","D-net","Gammaridae","Littoral forage Invertebrate","Scud","Gammaridae",NA,NA,"2019-AF","AFCH","1.5","Ethanol",0.991,"OSCAR-E-11",-23.13,341.8,1.29,90.07,"Invertebrate",0.991,1669209,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,0.54625,0.47625
